"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q12315971","Hejnsvig Kirke",55.69568,8.99497,"Billund Kommune","Ribe Stift","Hejnsvig Sogn","https://da.wikipedia.org/wiki/Hejnsvig_Kirke","o. 1100",1100
"Q12316048","Helgenæs Kirke",56.13298,10.50952,"Syddjurs Kommune","Århus Stift","Helgenæs Sogn","https://da.wikipedia.org/wiki/Helgen%C3%A6s_Kirke","1100-tallet",1150
"Q12316097","Hellerup Kirke",55.7343,12.5731,"Gentofte Kommune","Helsingør Stift","Hellerup Sogn","https://da.wikipedia.org/wiki/Hellerup_Kirke_(Gentofte_Kommune)","1899-1900",1899
"Q12316098","Hellerup Kirke",55.28504,10.57267,"Faaborg-Midtfyn Kommune","Fyens Stift","Hellerup Sogn","https://da.wikipedia.org/wiki/Hellerup_Kirke_(Faaborg-Midtfyn_Kommune)","1100-tallet",1150
"Q12316105","Helleruplund Kirke",55.7363,12.5553,"Gentofte Kommune","Helsingør Stift","Helleruplund Sogn","https://da.wikipedia.org/wiki/Helleruplund_Kirke","1955-1956",1955
"Q12316109","Hellested Kirke",55.329318,12.24428,"Stevns Kommune","Roskilde Stift","Hellested Sogn","https://da.wikipedia.org/wiki/Hellested_Kirke",NA,NA
"Q12316110","Hellevad Kirke",57.21288,10.15276,"Brønderslev Kommune","Aalborg Stift","Hellevad Sogn","https://da.wikipedia.org/wiki/Hellevad_Kirke_(Br%C3%B8nderslev_Kommune)","o. 1150",1150
"Q12316113","Hellig Kors Kirke",55.6877,12.5514,"Københavns Kommune","Københavns Stift","Blågårdens Sogn","https://da.wikipedia.org/wiki/Hellig_Kors_Kirke","1890",1890
"Q12316125","Helligtrekongers Kirke",55.63807,12.36472,"Vallensbæk Kommune","Helsingør Stift","Vallensbæk Sogn","https://da.wikipedia.org/wiki/Helligtrekongers_Kirke","2012",2012
"Q12316128","Helligåndskirken",56.18022,10.16751,"Aarhus Kommune","Århus Stift","Helligånds Sogn","https://da.wikipedia.org/wiki/Hellig%C3%A5ndskirken_(Aarhus)","1984",1984
"Q12316130","Helligåndskirken",55.0965,10.2458,"Faaborg-Midtfyn Kommune","Fyens Stift","Fåborg Sogn","https://da.wikipedia.org/wiki/Hellig%C3%A5ndskirken_(Faaborg)","1477-1525",1477
"Q12316131","Helligåndskirken",55.99821,8.12692,"Ringkøbing-Skjern Kommune","Ribe Stift","Hvide Sande Sogn","https://da.wikipedia.org/wiki/Hellig%C3%A5ndskirken_(Hvide_Sande)","1954",1954
"Q12316133","Hellum Kirke",57.26155,10.16095,"Brønderslev Kommune","Aalborg Stift","Hellum Sogn","https://da.wikipedia.org/wiki/Hellum_Kirke","o. 1100",1100
"Q12316154","Helnæs Kirke",55.14167,10.02127,"Assens Kommune","Fyens Stift","Helnæs Sogn","https://da.wikipedia.org/wiki/Heln%C3%A6s_Kirke","1618",1618
"Q12316160","Helsinge Kirke",56.0237,12.1974,"Gribskov Kommune","Helsingør Stift","Helsinge Sogn","https://da.wikipedia.org/wiki/Helsinge_Kirke","Begyndelsen af 1100-tallet",1100
"Q12316182","Helstrup Kirke",56.42843,9.88981,"Randers Kommune","Århus Stift","Helstrup Sogn","https://da.wikipedia.org/wiki/Helstrup_Kirke","Romansk tid",1175
"Q12316207","Hendriksholm Kirke",55.66861,12.46471,"Rødovre Kommune","Helsingør Stift","Hendriksholm Sogn","https://da.wikipedia.org/wiki/Hendriksholm_Kirke","1960-61",1960
"Q12316561","Herlev Kirke",55.725,12.4383,"Herlev Kommune","Helsingør Stift","Herlev Sogn","https://da.wikipedia.org/wiki/Herlev_Kirke",NA,NA
"Q12316574","Herlufmagle Kirke",55.31234,11.75853,"Næstved Kommune","Roskilde Stift","Herlufmagle Sogn","https://da.wikipedia.org/wiki/Herlufmagle_Kirke","1400-1500-tallet- ombygget 1886",1400
"Q12316626","Herning Kirke",56.13792,8.97558,"Herning Kommune","Viborg Stift","Herning Sogn","https://da.wikipedia.org/wiki/Herning_Kirke","1888 - 1889",1888
"Q12316644","Herredskirke Kirke",54.87762,11.1543,"Lolland Kommune","Lolland-Falsters Stift","Utterslev-Herredskirke-Løjtofte Sogn","https://da.wikipedia.org/wiki/Herredskirke_Kirke","o. 1200",1200
"Q12316673","Herrens Kirke",55.6869,12.5392,"Frederiksberg Kommune","","","https://da.wikipedia.org/wiki/Herrens_Kirke",NA,NA
"Q12316674","Herrested Kirke",55.28033,10.61124,"Nyborg Kommune","Fyens Stift","Herrested Sogn","https://da.wikipedia.org/wiki/Herrested_Kirke","1100-tallet",1150
"Q12316676","Herringe Kirke",55.2041,10.44883,"Faaborg-Midtfyn Kommune","Fyens Stift","Herringe Sogn","https://da.wikipedia.org/wiki/Herringe_Kirke","o. 1100",1100
"Q12316678","Herritslev Kirke",54.69439,11.66622,"Guldborgsund Kommune","Lolland-Falsters Stift","Herritslev Sogn","https://da.wikipedia.org/wiki/Herritslev_Kirke","ca. 1220",1220
"Q12316686","Herslev Kirke",55.5807,9.59549,"Fredericia Kommune","Haderslev Stift","Herslev Sogn","https://da.wikipedia.org/wiki/Herslev_Kirke_(Fredericia_Kommune)","o. 1100",1100
"Q12316687","Herslev Kirke",55.6694,11.9819,"Lejre Kommune","Roskilde Stift","Herslev Sogn","https://da.wikipedia.org/wiki/Herslev_Kirke_(Lejre_Kommune)","o. 1450",1450
"Q12316688","Hersom Kirke",56.55474,9.55753,"Viborg Kommune","Viborg Stift","Hersom Sogn","https://da.wikipedia.org/wiki/Hersom_Kirke","1050-1275",1050
"Q12316711","Hesselager Kirke",55.17611,10.74572,"Svendborg Kommune","Fyens Stift","Hesselager Sogn","https://da.wikipedia.org/wiki/Hesselager_Kirke","o. 1100",1100
"Q12316755","Hillerslev Kirke",55.20881,10.34488,"Faaborg-Midtfyn Kommune","Fyens Stift","Hillerslev Sogn","https://da.wikipedia.org/wiki/Hillerslev_Kirke_(Faaborg-Midtfyn_Kommune)","o. 1100",1100
"Q12316756","Hillerød Kirke",55.9295,12.3066,"Hillerød Kommune","Helsingør Stift","Hillerød Sogn","https://da.wikipedia.org/wiki/Hiller%C3%B8d_Kirke","1874- 1987",NA
"Q12316761","Hillested Kirke",54.75335,11.44661,"Lolland Kommune","Lolland-Falsters Stift","Hillested Sogn","https://da.wikipedia.org/wiki/Hillested_Kirke","o. 1200",1200
"Q12316770","Himlingøje Kirke",55.374,12.2187,"Stevns Kommune","Roskilde Stift","Himlingøje Sogn","https://da.wikipedia.org/wiki/Himling%C3%B8je_Kirke","o. 1200[1]",1200
"Q12316809","Hinge Kirke",56.26456,9.51476,"Silkeborg Kommune","Viborg Stift","Hinge Sogn","https://da.wikipedia.org/wiki/Hinge_Kirke","Romansk tid",1175
"Q12316820","Hirsholmene Kirke",57.48625,10.62305,"Frederikshavn Kommune","Aalborg Stift","Frederikshavn Sogn","https://da.wikipedia.org/wiki/Hirsholmene_Kirke","1641",1641
"Q12316848","Hjallerup Kirke",57.1686,10.174,"Brønderslev Kommune","Aalborg Stift","Hjallerup Sogn","https://da.wikipedia.org/wiki/Hjallerup_Kirke","1902-1903",1902
"Q12316851","Hjallese Kirke",55.35613,10.3899,"Odense Kommune","Fyens Stift","Hjallese Sogn","https://da.wikipedia.org/wiki/Hjallese_Kirke","1983",1983
"Q12316866","Hjarnø Kirke",55.82227,10.06923,"Hedensted Kommune","Haderslev Stift","Hjarnø Sogn","https://da.wikipedia.org/wiki/Hjarn%C3%B8_Kirke","1500-tallet",1550
"Q12316868","Hjardemål Kirke",57.05865,8.80435,"Thisted Kommune","Aalborg Stift","Hjardemål Sogn","https://da.wikipedia.org/wiki/Hjardem%C3%A5l_Kirke","1100",1100
"Q12316894","Hjerm Østre Kirke",56.44844,8.68142,"Struer Kommune","Viborg Stift","Hjerm Sogn","https://da.wikipedia.org/wiki/Hjerm_%C3%98stre_Kirke","1904",1904
"Q12316895","Hjerm Vestre Kirke",56.43159,8.63578,"Struer Kommune","Viborg Stift","Hjerm Sogn","https://da.wikipedia.org/wiki/Hjerm_Vestre_Kirke","ca. 1200",1200
"Q12316902","Hjerpsted Kirke",55.02005,8.64915,"Tønder Kommune","Ribe Stift","Hjerpsted Sogn","https://da.wikipedia.org/wiki/Hjerpsted_Kirke","1130'erne",1130
"Q12316917","Hjerting Kirke",55.52578,8.3569,"Esbjerg Kommune","Ribe Stift","Hjerting Sogn","https://da.wikipedia.org/wiki/Hjerting_Kirke_(Esbjerg_Kommune)",NA,NA
"Q12316921","Hjerting Kirke",55.39171,9.03842,"Vejen Kommune","Ribe Stift","Hjerting Sogn","https://da.wikipedia.org/wiki/Hjerting_Kirke_(Vejen_Kommune)","o. 1150",1150
"Q12316929","Hjortlund Kirke",55.40391,8.80321,"Esbjerg Kommune","Ribe Stift","Hjortlund Sogn","https://da.wikipedia.org/wiki/Hjortlund_Kirke","o. 1150",1150
"Q12316931","Hjortshøj Kirke",56.25233,10.2652,"Aarhus Kommune","Århus Stift","Hjortshøj Sogn","https://da.wikipedia.org/wiki/Hjortsh%C3%B8j_Kirke","o. 1200",1200
"Q12316953","Hjørring Baptistkirke",57.46152,9.98525,"Hjørring Kommune","","","https://da.wikipedia.org/wiki/Hj%C3%B8rring_Baptistkirke",NA,NA
"Q12316966","Ho Kirke",55.55402,8.22937,"Varde Kommune","Ribe Stift","Blåvandshuk Sogn","https://da.wikipedia.org/wiki/Ho_Kirke","ca. 1450",1450
"Q12316976","Hobro Kirke",56.637,9.794,"Mariagerfjord Kommune","Århus Stift","Hobro Sogn","https://da.wikipedia.org/wiki/Hobro_Kirke","1852",1852
"Q12317007","Holbæk Kirke",56.55272,10.30042,"Norddjurs Kommune","Århus Stift","Holbæk Sogn","https://da.wikipedia.org/wiki/Holb%C3%A6k_Kirke_(Norddjurs_Kommune)","o. 1100",1100
"Q12317031","Holeby Kirke",54.71547,11.45134,"Lolland Kommune","Lolland-Falsters Stift","Holeby Sogn","https://da.wikipedia.org/wiki/Holeby_Kirke","Midten af 1200-tallet",1250
"Q12317033","Holevad Kirke",55.30756,9.94699,"Assens Kommune","Fyens Stift","Holevad Sogn","https://da.wikipedia.org/wiki/Holevad_Kirke","o. 1100",1100
"Q12317121","Holme Kirke",56.11426,10.1744,"Aarhus Kommune","Århus Stift","Holme Sogn","https://da.wikipedia.org/wiki/Holme_Kirke","1882",1882
"Q12317156","Holsted Kirke",55.51221,8.91387,"Vejen Kommune","Ribe Stift","Holsted Sogn","https://da.wikipedia.org/wiki/Holsted_Kirke_(Vejen_Kommune)","1886",1886
"Q12317166","Holte Kirke",55.8197,12.464,"Rudersdal Kommune","Helsingør Stift","Ny Holte Sogn","https://da.wikipedia.org/wiki/Holte_Kirke","1941-44",1941
"Q12317176","Holtug Kirke",55.3449,12.4053,"Stevns Kommune","Roskilde Stift","Holtug Sogn","https://da.wikipedia.org/wiki/Holtug_Kirke","o. 1100",1100
"Q12317201","Horbelev Kirke",54.82789,12.05795,"Guldborgsund Kommune","Lolland-Falsters Stift","Horbelev Sogn","https://da.wikipedia.org/wiki/Horbelev_Kirke","o. 1200",1200
"Q12317216","Hornbæk Kirke",56.09135,12.45841,"Helsingør Kommune","Helsingør Stift","Hornbæk Sogn","https://da.wikipedia.org/wiki/Hornb%C3%A6k_Kirke_(Helsing%C3%B8r_Kommune)","1737",1737
"Q12317224","Horne Kirke",57.55944,9.97885,"Hjørring Kommune","Aalborg Stift","Horne Sogn","https://da.wikipedia.org/wiki/Horne_Kirke_(Hj%C3%B8rring_Kommune)","Begyndelsen af 1100-tallet",1100
"Q12317234","Hornslet Kirke",56.31416,10.32109,"Syddjurs Kommune","Århus Stift","Hornslet Sogn","https://da.wikipedia.org/wiki/Hornslet_Kirke","ca. 1100 - 1600",1100
"Q12317241","Horreby Kirke",54.8051,11.99362,"Guldborgsund Kommune","Lolland-Falsters Stift","Horreby Sogn","https://da.wikipedia.org/wiki/Horreby_Kirke","o. 1100",1100
"Q12317251","Horsens Kirke",57.1067,10.0922,"Aalborg Kommune","Aalborg Stift","Horsens Sogn","https://da.wikipedia.org/wiki/Horsens_Kirke","Senromansk tid",1200
"Q12317263","Horslunde Kirke",54.90863,11.21662,"Lolland Kommune","Lolland-Falsters Stift","Horslunde Sogn","https://da.wikipedia.org/wiki/Horslunde_Kirke","ca. 1200",1200
"Q12317284","Hostrup Kirke",55.57448,8.36643,"Esbjerg Kommune","Ribe Stift","Hostrup Sogn","https://da.wikipedia.org/wiki/Hostrup_Kirke_(Esbjerg_Kommune)","o. 1200",1200
"Q12317332","Hou Kirke",57.05656,10.36539,"Aalborg Kommune","Aalborg Stift","Hou Sogn","https://da.wikipedia.org/wiki/Hou_Kirke_(Aalborg_Kommune)","1900",1900
"Q12317333","Hou Kirke",55.1298,10.92299,"Langeland Kommune","Fyens Stift","Hou Sogn","https://da.wikipedia.org/wiki/Hou_Kirke_(Langeland)","1873",1873
"Q12317336","Houlbjerg Kirke",56.34735,9.87602,"Favrskov Kommune","Århus Stift","Houlbjerg Sogn","https://da.wikipedia.org/wiki/Houlbjerg_Kirke","1200-tallet",1250
"Q12317339","Houlkær Kirke",56.46265,9.45018,"Viborg Kommune","Viborg Stift","Houlkær Sogn","https://da.wikipedia.org/wiki/Houlk%C3%A6r_Kirke","1992",1992
"Q12317370","Hover Kirke",55.73597,9.49632,"Vejle Kommune","Haderslev Stift","Hover Sogn","https://da.wikipedia.org/wiki/Hover_Kirke_(Vejle_Kommune)","1100-tallet",1150
"Q12317411","Hulsig Kirke",57.65746,10.45957,"Frederikshavn Kommune","Aalborg Stift","Hulsig Sogn","https://da.wikipedia.org/wiki/Hulsig_Kirke","1894",1894
"Q12317417","Humble Kirke",54.83424,10.70587,"Langeland Kommune","Fyens Stift","Humble Sogn","https://da.wikipedia.org/wiki/Humble_Kirke","Romansk tid",1175
"Q12317423","Humlebæk Kirke",55.9717,12.5421,"Fredensborg Kommune","Helsingør Stift","Humlebæk Sogn","https://da.wikipedia.org/wiki/Humleb%C3%A6k_Kirke","1868- 156 år siden (1868)",NA
"Q12317438","Humlum Kirke",56.52785,8.56539,"Struer Kommune","Viborg Stift","Humlum Sogn","https://da.wikipedia.org/wiki/Humlum_Kirke","1200-tallet",1250
"Q12317450","Hunderup Kirke",55.43651,8.72224,"Esbjerg Kommune","Ribe Stift","Hunderup Sogn","https://da.wikipedia.org/wiki/Hunderup_Kirke","o. 1150",1150
"Q12317455","Hundige Kirke",55.5944,12.3179,"Greve Kommune","Roskilde Stift","Hundige-Kildebrønde Sogn","https://da.wikipedia.org/wiki/Hundige_Kirke","1975-76",1975
"Q12317458","Hundslund Kirke",55.91529,10.04909,"Odder Kommune","Århus Stift","Hundslund Sogn","https://da.wikipedia.org/wiki/Hundslund_Kirke","cirka 1200",1200
"Q12317467","Hunseby Kirke",54.79833333,11.51472222,"Lolland Kommune","Lolland-Falsters Stift","Hunseby Sogn","https://da.wikipedia.org/wiki/Hunseby_Kirke","1150",1150
"Q12317486","Husby Kirke",56.28202,8.1761,"Holstebro Kommune","Ribe Stift","Husby Sogn","https://da.wikipedia.org/wiki/Husby_Kirke_(Holstebro_Kommune)","o. 1200",1200
"Q12317505","Husumvold Kirke",55.7106,12.4847,"Københavns Kommune","Københavns Stift","Husumvold Sogn","https://da.wikipedia.org/wiki/Husumvold_Kirke","1959-60",1959
"Q12317537","Hvidbjerg Kirke",56.57272,8.92812,"Skive Kommune","Viborg Stift","Brøndum-Hvidbjerg Sogn","https://da.wikipedia.org/wiki/Hvidbjerg_Kirke_(Skive_Kommune)","Romansk tid",1175
"Q12317539","Hvidbjerg Kirke",56.65272,8.52716,"Struer Kommune","Viborg Stift","Hvidbjerg Sogn","https://da.wikipedia.org/wiki/Hvidbjerg_Kirke_(Thyholm)","Sidste halvdel af 1100-tallet",1150
"Q12317556","Hviding Kirke",55.26205,8.68467,"Esbjerg Kommune","Ribe Stift","Hviding Sogn","https://da.wikipedia.org/wiki/Hviding_Kirke","o. 1100",1100
"Q12317563","Hvidovre Kirke",55.65702,12.47257,"Hvidovre Kommune","Helsingør Stift","Hvidovre Sogn","https://da.wikipedia.org/wiki/Hvidovre_Kirke","ca. 1150",1150
"Q12317577","Hvilsager Kirke",56.37005,10.3487,"Syddjurs Kommune","Århus Stift","Hvilsager Sogn","https://da.wikipedia.org/wiki/Hvilsager_Kirke","1100-tallet. Kraftigt ombygget 1772.",1100
"Q12317578","Hvilsted Kirke",56.00723,10.05588,"Aarhus Kommune","Århus Stift","Hvilsted Sogn","https://da.wikipedia.org/wiki/Hvilsted_Kirke","ca. 1150.",1150
"Q12317581","Hvinningdal Kirke",56.17363,9.496,"Silkeborg Kommune","Århus Stift","Balle Sogn","https://da.wikipedia.org/wiki/Hvinningdal_Kirke","1994-95",1994
"Q12317582","Hvirring Kirke",55.89132,9.65589,"Hedensted Kommune","Haderslev Stift","Hvirring Sogn","https://da.wikipedia.org/wiki/Hvirring_Kirke","ca. 1175",1175
"Q12317596","Hvornum Kirke",56.59901,9.66041,"Mariagerfjord Kommune","Århus Stift","Hvornum Sogn","https://da.wikipedia.org/wiki/Hvornum_Kirke","Ca. 1100",1100
"Q12317597","Hvorslev Kirke",56.36715,9.76975,"Favrskov Kommune","Århus Stift","Hvorslev Sogn","https://da.wikipedia.org/wiki/Hvorslev_Kirke","o. 1100",1100
"Q12317621","Hylleholt Kirke",55.21701,12.16486,"Faxe Kommune","Roskilde Stift","Hylleholt Sogn","https://da.wikipedia.org/wiki/Hylleholt_Kirke","1878",1878
"Q12317628","Hyltebjerg Kirke",55.6836,12.4832,"Københavns Kommune","Københavns Stift","Hyltebjerg Sogn","https://da.wikipedia.org/wiki/Hyltebjerg_Kirke","1945 - 1960",1945
"Q12317678","Hårlev Kirke",55.3484,12.2407,"Stevns Kommune","Roskilde Stift","Hårlev Sogn","https://da.wikipedia.org/wiki/H%C3%A5rlev_Kirke","o. 1200[1]",1200
"Q12317685","Håstrup Kirke",55.17389,10.19824,"Faaborg-Midtfyn Kommune","Fyens Stift","Håstrup Sogn","https://da.wikipedia.org/wiki/H%C3%A5strup_Kirke","o. 1100",1100
"Q12317687","Håsum Kirke",56.57944,8.84727,"Skive Kommune","Viborg Stift","Håsum Sogn","https://da.wikipedia.org/wiki/H%C3%A5sum_Kirke","Romansk tid",1175
"Q12317718","Hæstrup Kirke",57.41368,9.97184,"Hjørring Kommune","Aalborg Stift","Hæstrup Sogn","https://da.wikipedia.org/wiki/H%C3%A6strup_Kirke","o. 1300",1300
"Q12317742","Højbjerg Kirke",56.34038,9.54297,"Viborg Kommune","Viborg Stift","Højbjerg Sogn","https://da.wikipedia.org/wiki/H%C3%B8jbjerg_Kirke","Romansk tid",1175
"Q12317744","Højby Kirke",55.33056,10.44302,"Odense Kommune","Fyens Stift","Højby Sogn","https://da.wikipedia.org/wiki/H%C3%B8jby_Kirke_(Odense_Kommune)","o. 1400",1400
"Q12317746","Højby Kirke",55.9128,11.5994,"Odsherred Kommune","Roskilde Stift","Højby Sogn","https://da.wikipedia.org/wiki/H%C3%B8jby_Kirke_(Odsherred_Kommune)","ca. år 1150",NA
"Q12317752","Højdevangskirken",55.64775,12.60512,"Københavns Kommune","Københavns Stift","Højdevangs Sogn","https://da.wikipedia.org/wiki/H%C3%B8jdevangskirken","1935",1935
"Q12317759","Høje Tåstrup Kirke",55.65162,12.26068,"Høje-Taastrup Kommune","Helsingør Stift","Høje Tåstrup Sogn","https://da.wikipedia.org/wiki/H%C3%B8je_Taastrup_Kirke","1050-1150- 1250-1400",1050
"Q12317761","Højelse Kirke",55.4958,12.1229,"Køge Kommune","Roskilde Stift","Højelse Sogn","https://da.wikipedia.org/wiki/H%C3%B8jelse_Kirke","ca. år 1500",NA
"Q12317765","Højer Kirke",54.96244,8.69802,"Tønder Kommune","Ribe Stift","Højer Sogn","https://da.wikipedia.org/wiki/H%C3%B8jer_Kirke","1100-tallet",1150
"Q12317771","Højerup Kirke",55.28001,12.44363,"Stevns Kommune","Roskilde Stift","Højerup Sogn","https://da.wikipedia.org/wiki/H%C3%B8jerup_Kirke","1912 - 1913",1912
"Q12317772","Højerup gl. Kirke",55.27907,12.44575,"Stevns Kommune","","","https://da.wikipedia.org/wiki/H%C3%B8jerup_gl._Kirke",NA,NA
"Q12317792","Højslev Kirke",56.58234,9.13875,"Skive Kommune","Viborg Stift","Højslev Sogn","https://da.wikipedia.org/wiki/H%C3%B8jslev_Kirke","Romansk tid",1175
"Q12317795","Højst Kirke",55.00117,9.04011,"Tønder Kommune","Ribe Stift","Højst Sogn","https://da.wikipedia.org/wiki/H%C3%B8jst_Kirke","o. 1200",1200
"Q12317818","Hørby Kirke",57.34593,10.35014,"Frederikshavn Kommune","Aalborg Stift","Hørby Sogn","https://da.wikipedia.org/wiki/H%C3%B8rby_Kirke_(Frederikshavn_Kommune)","ca. 1100",1100
"Q12317820","Hørdum Kirke",56.84398,8.51298,"Thisted Kommune","Aalborg Stift","Hørdum Sogn","https://da.wikipedia.org/wiki/H%C3%B8rdum_Kirke","1100",1100
"Q12317828","Hørning Kirke",56.0854,10.0386,"Skanderborg Kommune","Århus Stift","Hørning Sogn","https://da.wikipedia.org/wiki/H%C3%B8rning_Kirke_(Skanderborg_Kommune)","Omkring 1100",1100
"Q12317841","Hørup Kirke",54.92679,9.90192,"Sønderborg Kommune","Haderslev Stift","Hørup Sogn","https://da.wikipedia.org/wiki/H%C3%B8rup_Kirke_(Als)",NA,NA
"Q12317842","Hørup Kirke",56.2939,9.43806,"Silkeborg Kommune","Viborg Stift","Hørup Sogn","https://da.wikipedia.org/wiki/H%C3%B8rup_Kirke_(Silkeborg_Kommune)","1874",1874
"Q12317844","Hørve Kirke",55.7575,11.4547,"Odsherred Kommune","Roskilde Stift","Hørve Sogn","https://da.wikipedia.org/wiki/H%C3%B8rve_Kirke","Omkring 1100-årene",1100
"Q12317852","Høsterkøb Kirke",55.85176,12.48844,"Rudersdal Kommune","Helsingør Stift","Høsterkøb Sogn","https://da.wikipedia.org/wiki/H%C3%B8sterk%C3%B8b_Kirke","1907-08",1907
"Q12318075","Idestrup Kirke",54.7424,11.95797,"Guldborgsund Kommune","Lolland-Falsters Stift","Idestrup Sogn","https://da.wikipedia.org/wiki/Idestrup_Kirke","o. 1100",1100
"Q12318102","Iglsø Kirke",56.47821,9.06864,"Viborg Kommune","Viborg Stift","Iglsø Sogn","https://da.wikipedia.org/wiki/Igls%C3%B8_Kirke","1895",1895
"Q12318165","Immaculatakirken",55.7214,12.5764,"Københavns Kommune","","","https://da.wikipedia.org/wiki/Immaculatakirken","1904-05",1904
"Q12318330","Ingelstrup Kapel",55.3672,12.0368,"Faxe Kommune","Roskilde Stift","Sædder Sogn","https://da.wikipedia.org/wiki/Ingelstrup_Kapel","1892",1892
"Q12318618","Ishøj Kirke",55.6258,12.2995,"Ishøj Kommune","Helsingør Stift","Ishøj Sogn","https://da.wikipedia.org/wiki/Ish%C3%B8j_Kirke","Sidste halvdel af 1100-tallet",1150
"Q12318647","Islebjerg Kirke",55.84687,12.06006,"Frederikssund Kommune","Helsingør Stift","Islebjerg Sogn","https://da.wikipedia.org/wiki/Islebjerg_Kirke","1998",1998
"Q12318648","Islev Kirke",55.70237,12.44391,"Rødovre Kommune","Helsingør Stift","Islev Sogn","https://da.wikipedia.org/wiki/Islev_Kirke","1969–70",NA
"Q12318984","Jakobskirken",55.6296,12.098,"Roskilde Kommune","Roskilde Stift","Roskilde Søndre Sogn","https://da.wikipedia.org/wiki/Jakobskirken","1972-74",1972
"Q12319084","Janderup Kirke",55.61575,8.3744,"Varde Kommune","Ribe Stift","Janderup Sogn","https://da.wikipedia.org/wiki/Janderup_Kirke","1200-tallet",1250
"Q12319186","Jegerup Kirke",55.27975,9.29059,"Haderslev Kommune","Haderslev Stift","Jegerup Sogn","https://da.wikipedia.org/wiki/Jegerup_Kirke","o. 1150",1150
"Q12319187","Jegindø Kirke",56.63925,8.61306,"Struer Kommune","Viborg Stift","Jegindø Sogn","https://da.wikipedia.org/wiki/Jegind%C3%B8_Kirke","1919",1919
"Q12319571","Jerne Kirke",55.47832,8.48204,"Esbjerg Kommune","Ribe Stift","Jerne Sogn","https://da.wikipedia.org/wiki/Jerne_Kirke","Slutningen af 1100-tallet",1150
"Q12319586","Jernved Kirke",55.4179,8.79114,"Esbjerg Kommune","Ribe Stift","Jernved Sogn","https://da.wikipedia.org/wiki/Jernved_Kirke","o. 1175",1175
"Q12319589","Jersie Kirke",55.5272,12.1625,"Solrød Kommune","Roskilde Stift","Jersie Sogn","https://da.wikipedia.org/wiki/Jersie_Kirke","1200-tallet",1250
"Q12319594","Jerslev Adventkirke",57.2829,10.0888,"Brønderslev Kommune","","","https://da.wikipedia.org/wiki/Jerslev_Adventkirke","1963",1963
"Q12319595","Jerslev Kirke",57.28361,10.09037,"Brønderslev Kommune","Aalborg Stift","Jerslev Sogn","https://da.wikipedia.org/wiki/Jerslev_Kirke","o. 1100",1100
"Q12320053","Johannes Døbers Kirke",55.66003,12.51932,"Københavns Kommune","Københavns Stift","Valby Søndre Sogn","https://da.wikipedia.org/wiki/Johannes_D%C3%B8bers_Kirke","1929-31 (krypten)- 1957-58 og 1990-91 (tårnet)",1929
"Q12320139","Johanneskirken",55.58167,12.29845,"Greve Kommune","Roskilde Stift","Greve Sogn","https://da.wikipedia.org/wiki/Johanneskirken_(Greve_Kommune)","1995",1995
"Q12320344","Jordløse Kirke",55.20025,10.15675,"Assens Kommune","Fyens Stift","Jordløse Sogn","https://da.wikipedia.org/wiki/Jordl%C3%B8se_Kirke","1100-tallet",1150
"Q12320403","Juelsminde Kirke",55.71114,10.00568,"Hedensted Kommune","Haderslev Stift","Juelsminde Sogn","https://da.wikipedia.org/wiki/Juelsminde_Kirke","1912-13",1912
"Q12320645","Jyllinge Kirke",55.7518,12.1048,"Roskilde Kommune","Roskilde Stift","Jyllinge Sogn","https://da.wikipedia.org/wiki/Jyllinge_Kirke","Begyndelsen af 1100-tallet",1100
"Q12320658","Jystrup Kirke",55.5157,11.8679,"Ringsted Kommune","Roskilde Stift","Jystrup Sogn","https://da.wikipedia.org/wiki/Jystrup_Kirke","ca. 1250",1250
"Q12320682","Jægersborg Kirke",55.7603,12.5432,"Gentofte Kommune","Helsingør Stift","Jægersborg Sogn","https://da.wikipedia.org/wiki/J%C3%A6gersborg_Kirke","1939-1941",1939
"Q12321157","Kalvehave Kirke",54.9977,12.1442,"Vordingborg Kommune","Roskilde Stift","Kalvehave Sogn","https://da.wikipedia.org/wiki/Kalvehave_Kirke","o. 1225",1225
"Q12321162","Kalvslund Kirke",55.38752,8.87684,"Esbjerg Kommune","Ribe Stift","Kalvslund Sogn","https://da.wikipedia.org/wiki/Kalvslund_Kirke","o. 1150",1150
"Q12321267","Kapernaumskirken",55.7027,12.5307,"Københavns Kommune","Københavns Stift","Kapernaums Sogn","https://da.wikipedia.org/wiki/Kapernaumskirken","1895",1895
"Q12321276","Kappel Kirke",54.77358,11.03279,"Lolland Kommune","Lolland-Falsters Stift","Kappel Sogn","https://da.wikipedia.org/wiki/Kappel_Kirke","1464",1464
"Q12321357","Karise Kirke",55.3057,12.2093,"Faxe Kommune","Roskilde Stift","Karise Sogn","https://da.wikipedia.org/wiki/Karise_Kirke","1261",1261
"Q12321403","Karlby Kirke",56.34845,10.28927,"Syddjurs Kommune","Århus Stift","Krogsbæk Sogn","https://da.wikipedia.org/wiki/Karlby_Kirke_(Syddjurs_Kommune)","1902",1902
"Q12321406","Karlebo Kirke",55.91981,12.411,"Fredensborg Kommune","Helsingør Stift","Karlebo Sogn","https://da.wikipedia.org/wiki/Karlebo_Kirke","o. 1150 med senere udvidelser",1150
