"Q-kode","churchLabel","latitude","longitude","kommune","stift","sogn","wikilink","opført","opført_tal"
"Q34056536","Nørre Aaby Kirke",55.457540603,9.889464228,NA,NA,NA,"http://www.wikidata.org/entity/Q34056536",NA,NA
"Q34056543","Oddense Kirke",56.64977,8.93382,NA,NA,NA,"http://www.wikidata.org/entity/Q34056543",NA,NA
"Q34056552","Ollerup Kirke",55.07256,10.4856,NA,NA,NA,"http://www.wikidata.org/entity/Q34056552",NA,NA
"Q34056561","Omø Kirke",55.16319,11.15537,NA,NA,NA,"http://www.wikidata.org/entity/Q34056561",NA,NA
"Q34056572","Onsbjerg Kirke",55.84992,10.56786,NA,NA,NA,"http://www.wikidata.org/entity/Q34056572",NA,NA
"Q34056581","Ore Kirke",55.50653,10.03567,NA,NA,NA,"http://www.wikidata.org/entity/Q34056581",NA,NA
"Q34056589","Osted Kirke",55.56709,11.96637,NA,NA,NA,"http://www.wikidata.org/entity/Q34056589",NA,NA
"Q34056598","Ottestrup Kirke",55.42341,11.42509,NA,NA,NA,"http://www.wikidata.org/entity/Q34056598",NA,NA
"Q34056608","Otting Kirke",56.64073,8.91849,NA,NA,NA,"http://www.wikidata.org/entity/Q34056608",NA,NA
"Q34056616","Oudrup Kirke",56.93235,9.3863,NA,NA,NA,"http://www.wikidata.org/entity/Q34056616",NA,NA
"Q34056626","Oure Kirke",55.12152,10.72709,NA,NA,NA,"http://www.wikidata.org/entity/Q34056626",NA,NA
"Q34056636","Outrup Kirke",55.7229041,8.3423703,NA,NA,NA,"http://www.wikidata.org/entity/Q34056636",NA,NA
"Q34056644","Overlade Kirke",56.85741,9.26612,NA,NA,NA,"http://www.wikidata.org/entity/Q34056644",NA,NA
"Q34056653","Padesø Kirke",55.435807,10.093765,NA,NA,NA,"http://www.wikidata.org/entity/Q34056653",NA,NA
"Q34056661","Præstebro Kirke",55.72987,12.44595,NA,NA,NA,"http://www.wikidata.org/entity/Q34056661",NA,NA
"Q34056673","Præstø Kirke",55.12337,12.04819,"Vordingborg Kommune","Roskilde Stift","Præstø Sogn","https://da.wikipedia.org/wiki/Pr%C3%A6st%C3%B8_Kirke","o. 1300",1300
"Q34056682","Rakkeby Kirke",57.40209,9.92161,NA,NA,NA,"http://www.wikidata.org/entity/Q34056682",NA,NA
"Q34056692","Rakkeby Kirke",56.76543,8.62589,NA,NA,NA,"http://www.wikidata.org/entity/Q34056692",NA,NA
"Q34056701","Raklev Kirke",55.6979,11.06579,NA,NA,NA,"http://www.wikidata.org/entity/Q34056701",NA,NA
"Q34056704","Lille Løjtofte Kirke",54.87954,11.17105,"Lolland Kommune","Lolland-Falsters Stift","Utterslev-Herredskirke-Løjtofte Sogn","https://da.wikipedia.org/wiki/Lille_L%C3%B8jtofte_Kirke","Ca. 1100",1100
"Q34056711","Ramsing Kirke",56.59813,8.8406,NA,NA,NA,"http://www.wikidata.org/entity/Q34056711",NA,NA
"Q34056713","Ringsebølle Kirke",54.69666,11.42425,"Lolland Kommune","Lolland-Falsters Stift","Rødby Sogn","https://da.wikipedia.org/wiki/Ringseb%C3%B8lle_Kirke","1150-1200",1150
"Q34056719","Randbøl Kirke",55.69788,9.25165,NA,NA,NA,"http://www.wikidata.org/entity/Q34056719",NA,NA
"Q34056728","Randers Klosterkirke",56.45993083,10.032665356,NA,NA,NA,"http://www.wikidata.org/entity/Q34056728",NA,NA
"Q34056737","Ranum Kirke",56.89492,9.22817,NA,NA,NA,"http://www.wikidata.org/entity/Q34056737",NA,NA
"Q34056746","Ravnebjerg Kirke",55.37784,10.26522,"Odense Kommune","Fyens Stift","Ravnebjerg Sogn","https://da.wikipedia.org/wiki/Ravnebjerg_Kirke",NA,NA
"Q34056755","Ravnkilde Kirke",56.7549,9.75598,NA,NA,NA,"http://www.wikidata.org/entity/Q34056755",NA,NA
"Q34056763","Ravsted Kirke",55.00919,9.12621,NA,NA,NA,"http://www.wikidata.org/entity/Q34056763",NA,NA
"Q34056772","Redsted Kirke",56.74004,8.65239,NA,NA,NA,"http://www.wikidata.org/entity/Q34056772",NA,NA
"Q34056780","Reerslev Kirke",55.55918,11.3887,NA,NA,NA,"http://www.wikidata.org/entity/Q34056780",NA,NA
"Q34056789","Refsvindinge Kirke",55.28317,10.67228,NA,NA,NA,"http://www.wikidata.org/entity/Q34056789",NA,NA
"Q34056798","Resen Kirke",56.38039,9.0853,NA,NA,NA,"http://www.wikidata.org/entity/Q34056798",NA,NA
"Q34056807","Rimsø Kirke",56.47841,10.79477,NA,NA,NA,"http://www.wikidata.org/entity/Q34056807",NA,NA
"Q34056817","Ringive Kirke",55.80249,9.17768,NA,NA,NA,"http://www.wikidata.org/entity/Q34056817",NA,NA
"Q34056828","Rislev Kirke",55.27988,11.73883,NA,NA,NA,"http://www.wikidata.org/entity/Q34056828",NA,NA
"Q34056837","Ristinge Kirke",54.82376,10.63586,NA,NA,NA,"http://www.wikidata.org/entity/Q34056837",NA,NA
"Q34056847","Roerslev Kirke",55.48662,9.86357,"Middelfart Kommune","Fyens Stift","Roerslev Sogn","https://da.wikipedia.org/wiki/Roerslev_Kirke","o. 1100",1100
"Q34056856","Rold Kirke",56.7718,9.8114,NA,NA,NA,"http://www.wikidata.org/entity/Q34056856",NA,NA
"Q34056864","Romdrup Kirke",57.00272,10.03897,NA,NA,NA,"http://www.wikidata.org/entity/Q34056864",NA,NA
"Q34056873","Rom Kirke",56.51664,8.30491,NA,NA,NA,"http://www.wikidata.org/entity/Q34056873",NA,NA
"Q34056883","Rorup Kirke",55.5799,11.98432,NA,NA,NA,"http://www.wikidata.org/entity/Q34056883",NA,NA
"Q34056892","Roskilde Kloster Kirke",55.641634575,12.086712754,NA,NA,NA,"http://www.wikidata.org/entity/Q34056892",NA,NA
"Q34056900","Roslev Kirke",56.70072,8.98439,NA,NA,NA,"http://www.wikidata.org/entity/Q34056900",NA,NA
"Q34056909","Rosmus Kirke",56.30349,10.77422,NA,NA,NA,"http://www.wikidata.org/entity/Q34056909",NA,NA
"Q34056919","Rostrup Kirke",56.73331,9.93096,NA,NA,NA,"http://www.wikidata.org/entity/Q34056919",NA,NA
"Q34056927","Roum Kirke",56.60602,9.55197,NA,NA,NA,"http://www.wikidata.org/entity/Q34056927",NA,NA
"Q34056937","Rousthøje Kirke",55.57665,8.59036,NA,NA,NA,"http://www.wikidata.org/entity/Q34056937",NA,NA
"Q34056945","Rudkøbing Kirke",54.93686,10.7096,NA,NA,NA,"http://www.wikidata.org/entity/Q34056945",NA,NA
"Q34056953","Rungsted Kirke",55.88716,12.53758,"Hørsholm Kommune","Helsingør Stift","Rungsted Sogn","https://da.wikipedia.org/wiki/Rungsted_Kirke",NA,NA
"Q34056961","Rye Kirke",55.67397,11.87473,NA,NA,NA,"http://www.wikidata.org/entity/Q34056961",NA,NA
"Q34056968","Ry Kirke",56.09107,9.766,NA,NA,NA,"http://www.wikidata.org/entity/Q34056968",NA,NA
"Q34056975","Ræhr Kirke",57.09457,8.66578,NA,NA,NA,"http://www.wikidata.org/entity/Q34056975",NA,NA
"Q34056982","Rødby Kirke",54.69541,11.38627,"Lolland Kommune","Lolland-Falsters Stift","Rødby Sogn","https://da.wikipedia.org/wiki/R%C3%B8dby_Kirke","o. 1200",1200
"Q34056989","Rødding Kirke",56.63972,8.81154,NA,NA,NA,"http://www.wikidata.org/entity/Q34056989",NA,NA
"Q34056997","Røjleskov Kirke",55.54632,9.82069,"Middelfart Kommune","Fyens Stift","Røjleskov Sogn","https://da.wikipedia.org/wiki/R%C3%B8jleskov_Kirke","1914",1914
"Q34057005","Rønbjerg Kirke",56.53537,8.91437,NA,NA,NA,"http://www.wikidata.org/entity/Q34057005",NA,NA
"Q34057011","Rørby Kirke",55.6442,11.15871,NA,NA,NA,"http://www.wikidata.org/entity/Q34057011",NA,NA
"Q34057017","Røsnæs Kirke",55.73262,10.96013,NA,NA,NA,"http://www.wikidata.org/entity/Q34057017",NA,NA
"Q34057029","Råby Kirke",56.6057,10.23288,NA,NA,NA,"http://www.wikidata.org/entity/Q34057029",NA,NA
"Q34057036","Rårup Kirke",55.77353,9.92827,NA,NA,NA,"http://www.wikidata.org/entity/Q34057036",NA,NA
"Q34057043","Sandby Kirke",55.37894,11.73906,"Næstved Kommune","Roskilde Stift","Sandby Sogn","https://da.wikipedia.org/wiki/Sandby_Kirke_(N%C3%A6stved_Kommune)",NA,NA
"Q34057049","Sankt Hans Hospitalskirke",55.65382178,12.053483872,NA,NA,NA,"http://www.wikidata.org/entity/Q34057049",NA,NA
"Q34057057","Sankt Lukasstiftelsens Kirke",55.726707927,12.556034623,NA,NA,NA,"http://www.wikidata.org/entity/Q34057057",NA,NA
"Q34057062","Sankt Peders Kapel",55.167304814,12.03009434,NA,NA,NA,"http://www.wikidata.org/entity/Q34057062",NA,NA
"Q34057070","Sankt Povls Kirke",55.330238014,11.136000081,NA,NA,NA,"http://www.wikidata.org/entity/Q34057070",NA,NA
"Q34057078","Sejerslev Kirke",56.92387,8.86811,NA,NA,NA,"http://www.wikidata.org/entity/Q34057078",NA,NA
"Q34057086","Sejling Kirke",56.21855,9.51831,NA,NA,NA,"http://www.wikidata.org/entity/Q34057086",NA,NA
"Q34057094","Sejs-Svejbæk Kirke",56.1364,9.62289,"Silkeborg Kommune","Århus Stift","Sejs-Svejbæk Sogn","https://da.wikipedia.org/wiki/Sejs-Svejb%C3%A6k_Kirke",NA,NA
"Q34057102","Selde Kirke",56.77991,9.04755,NA,NA,NA,"http://www.wikidata.org/entity/Q34057102",NA,NA
"Q34057109","Sem Kirke",56.62661,10.09655,NA,NA,NA,"http://www.wikidata.org/entity/Q34057109",NA,NA
"Q34057116","Serridslev Kirke",55.89889,9.89485,NA,NA,NA,"http://www.wikidata.org/entity/Q34057116",NA,NA
"Q34057121","Serup Kirke",56.2447,9.48813,NA,NA,NA,"http://www.wikidata.org/entity/Q34057121",NA,NA
"Q34057129","Siem Kirke",56.82144,10.00848,NA,NA,NA,"http://www.wikidata.org/entity/Q34057129",NA,NA
"Q34057137","Sigersted Kirke",55.43062,11.73141,NA,NA,NA,"http://www.wikidata.org/entity/Q34057137",NA,NA
"Q34057145","Simmelkær Kirke",56.27003,8.99608,NA,NA,NA,"http://www.wikidata.org/entity/Q34057145",NA,NA
"Q34057153","Simon Peters Kirke",56.40943,10.9159,NA,NA,NA,"http://www.wikidata.org/entity/Q34057153",NA,NA
"Q34057164","Sindal Gl. Kirke",57.484052665,10.180174111,NA,NA,NA,"http://www.wikidata.org/entity/Q34057164",NA,NA
"Q34057171","Sindbjerg Kirke",55.80086,9.5589,NA,NA,NA,"http://www.wikidata.org/entity/Q34057171",NA,NA
"Q34057183","Sinding Kirke",56.20489,8.8626,NA,NA,NA,"http://www.wikidata.org/entity/Q34057183",NA,NA
"Q34057190","Sinding Kirke",56.20836,9.46531,NA,NA,NA,"http://www.wikidata.org/entity/Q34057190",NA,NA
"Q34057200","Sjelle Kirke",56.18322,9.93136,NA,NA,NA,"http://www.wikidata.org/entity/Q34057200",NA,NA
"Q34057209","Sjørring Kirke",56.95163,8.59026,NA,NA,NA,"http://www.wikidata.org/entity/Q34057209",NA,NA
"Q34057219","Skallerup Kirke",56.85141,8.65391,NA,NA,NA,"http://www.wikidata.org/entity/Q34057219",NA,NA
"Q34057228","Skals Kirke",56.55848,9.40463,NA,NA,NA,"http://www.wikidata.org/entity/Q34057228",NA,NA
"Q34057239","Skannerup Kirke",56.2108,9.74383,NA,NA,NA,"http://www.wikidata.org/entity/Q34057239",NA,NA
"Q34057246","Skarø Kirke",55.00317,10.45994,NA,NA,NA,"http://www.wikidata.org/entity/Q34057246",NA,NA
"Q34057254","Skeby Kirke",55.51801,10.43282,"Nordfyns Kommune","Fyens Stift","Skeby Sogn","https://da.wikipedia.org/wiki/Skeby_Kirke","1100-tallet",1150
"Q34057264","Skelby Kirke",55.31652,11.67821,NA,NA,NA,"http://www.wikidata.org/entity/Q34057264",NA,NA
"Q34057273","Skellebjerg Kirke",55.53349,11.44393,NA,NA,NA,"http://www.wikidata.org/entity/Q34057273",NA,NA
"Q34057282","Skellerup Kirke",55.34182,10.6585,NA,NA,NA,"http://www.wikidata.org/entity/Q34057282",NA,NA
"Q34057289","Skelund Kirke",56.76283,10.18408,NA,NA,NA,"http://www.wikidata.org/entity/Q34057289",NA,NA
"Q34057298","Skibinge Kirke",55.10175,12.02491,"Vordingborg Kommune","Roskilde Stift","Skibinge Sogn","https://da.wikipedia.org/wiki/Skibinge_Kirke","o. 1100",1100
"Q34057306","Skibsted Kirke",56.86616,10.06683,NA,NA,NA,"http://www.wikidata.org/entity/Q34057306",NA,NA
"Q34057314","Skinnerup Kirke",56.98678,8.66676,NA,NA,NA,"http://www.wikidata.org/entity/Q34057314",NA,NA
"Q34057323","Skivum Kirke",56.86567,9.58937,NA,NA,NA,"http://www.wikidata.org/entity/Q34057323",NA,NA
"Q34057332","Skjellerup Kirke",56.62683,9.86484,NA,NA,NA,"http://www.wikidata.org/entity/Q34057332",NA,NA
"Q34057342","Skjern Kirke",55.943186727,8.499454333,NA,NA,NA,"http://www.wikidata.org/entity/Q34057342",NA,NA
"Q34057349","Skjern Kirke",56.45513,9.75267,"Viborg Kommune","Viborg Stift","Skjern Sogn","https://da.wikipedia.org/wiki/Skjern_Kirke_(Viborg_Kommune)",NA,NA
"Q34057358","Skjoldborg Kirke",56.90877,8.61049,NA,NA,NA,"http://www.wikidata.org/entity/Q34057358",NA,NA
"Q34057366","Skjold Kirke",55.79762,9.93926,NA,NA,NA,"http://www.wikidata.org/entity/Q34057366",NA,NA
"Q34057374","Skjørring Kirke",56.18001,9.8914,NA,NA,NA,"http://www.wikidata.org/entity/Q34057374",NA,NA
"Q34057382","Skovby Kirke",55.52848,10.08446,"Nordfyns Kommune","Fyens Stift","Skovby Sogn","https://da.wikipedia.org/wiki/Skovby_Kirke_(Nordfyns_Kommune)","o. 1150",1150
"Q34057392","Skovlund Kirke",55.73846,8.70504,NA,NA,NA,"http://www.wikidata.org/entity/Q34057392",NA,NA
"Q34057402","Skovlænge Kirke",54.82365,11.2527,NA,NA,NA,"http://www.wikidata.org/entity/Q34057402",NA,NA
"Q34057410","Skræm Kirke",57.0693,9.33931,NA,NA,NA,"http://www.wikidata.org/entity/Q34057410",NA,NA
"Q34057419","Skyum Kirke",56.83593,8.56693,"Thisted Kommune","Aalborg Stift","Skyum Sogn","https://da.wikipedia.org/wiki/Skyum_Kirke",NA,NA
"Q34057428","Skæring Kirke",56.23408,10.30442,NA,NA,NA,"http://www.wikidata.org/entity/Q34057428",NA,NA
"Q34057437","Skærlund Kirke",55.90191,9.05461,"Ikast-Brande Kommune","Viborg Stift","Skærlund Sogn","https://da.wikipedia.org/wiki/Sk%C3%A6rlund_Kirke","1896",1896
"Q34057447","Skærup Kirke",55.64943,9.59953,NA,NA,NA,"http://www.wikidata.org/entity/Q34057447",NA,NA
"Q34057455","Skørpinge Kirke",55.34025,11.37814,NA,NA,NA,"http://www.wikidata.org/entity/Q34057455",NA,NA
"Q34057464","Skørping Kirke",56.86283,9.88915,NA,NA,NA,"http://www.wikidata.org/entity/Q34057464",NA,NA
"Q34057473","Skørping Nykirke",56.83316,9.89057,NA,NA,NA,"http://www.wikidata.org/entity/Q34057473",NA,NA
"Q34057482","Skårup Kirke",55.09378,10.68701,NA,NA,NA,"http://www.wikidata.org/entity/Q34057482",NA,NA
"Q34057491","Slaglille Kirke",55.44278,11.62205,NA,NA,NA,"http://www.wikidata.org/entity/Q34057491",NA,NA
"Q34057499","Slots Bjergby Kirke",55.37319,11.34157,NA,NA,NA,"http://www.wikidata.org/entity/Q34057499",NA,NA
"Q34057506","Sludstrup Kirke",55.35474,11.37502,NA,NA,NA,"http://www.wikidata.org/entity/Q34057506",NA,NA
"Q34057515","Smidstrup Kirke",55.61177,9.5656,NA,NA,NA,"http://www.wikidata.org/entity/Q34057515",NA,NA
"Q34057524","Smollerup Kirke",56.46272,9.15257,NA,NA,NA,"http://www.wikidata.org/entity/Q34057524",NA,NA
"Q34057532","Sneslev Kirke",55.3751,11.85226,NA,NA,NA,"http://www.wikidata.org/entity/Q34057532",NA,NA
"Q34057542","Snæbum Kirke",56.6451,9.64663,NA,NA,NA,"http://www.wikidata.org/entity/Q34057542",NA,NA
"Q34057551","Soderup Kirke",55.60604,11.79977,NA,NA,NA,"http://www.wikidata.org/entity/Q34057551",NA,NA
"Q34057561","Solbjerg Kirke",55.48128,11.34841,NA,NA,NA,"http://www.wikidata.org/entity/Q34057561",NA,NA
"Q34057570","Solbjerg Kirke",56.84734,8.69834,NA,NA,NA,"http://www.wikidata.org/entity/Q34057570",NA,NA
"Q34057578","Solbjerg Kirke",56.80991,10.136,NA,NA,NA,"http://www.wikidata.org/entity/Q34057578",NA,NA
"Q34057586","Sorterup Kirke",55.45079,11.43909,NA,NA,NA,"http://www.wikidata.org/entity/Q34057586",NA,NA
"Q34057592","Stagstrup Kirke",56.8739,8.5886,NA,NA,NA,"http://www.wikidata.org/entity/Q34057592",NA,NA
"Q34057599","Stauning Kirke",55.96684,8.3699,"Ringkøbing-Skjern Kommune","Ribe Stift","Stauning Sogn","https://da.wikipedia.org/wiki/Stauning_Kirke","1100-tallet",1150
"Q34057607","Stenbjerg Kirke",56.92135,8.35779,NA,NA,NA,"http://www.wikidata.org/entity/Q34057607",NA,NA
"Q34057615","Stenderup Kirke",55.79137,9.81093,NA,NA,NA,"http://www.wikidata.org/entity/Q34057615",NA,NA
"Q34057624","Stenild Kirke",56.67429,9.67665,NA,NA,NA,"http://www.wikidata.org/entity/Q34057624",NA,NA
"Q34057633","Stenlille Kirke",55.53557,11.59109,NA,NA,NA,"http://www.wikidata.org/entity/Q34057633",NA,NA
"Q34057641","Stenmagle Kirke",55.55346,11.62281,NA,NA,NA,"http://www.wikidata.org/entity/Q34057641",NA,NA
"Q34057650","Stensby Kirke",54.98423,12.03054,NA,NA,NA,"http://www.wikidata.org/entity/Q34057650",NA,NA
"Q34057657","Stensgaards Kirke",55.3128,10.7769,NA,NA,NA,"http://www.wikidata.org/entity/Q34057657",NA,NA
"Q34057662","Stenstrup Kirke",55.13152,10.49913,NA,NA,NA,"http://www.wikidata.org/entity/Q34057662",NA,NA
"Q34057671","Sthens Kirke",56.01982,12.58781,"Helsingør Kommune","Helsingør Stift","Sthens Sogn","https://da.wikipedia.org/wiki/Sthens_Kirke","1982-1983",1982
"Q34057679","Stige Kirke",55.43754,10.41692,"Odense Kommune","Fyens Stift","Stige Sogn","https://da.wikipedia.org/wiki/Stige_Kirke","1886",1886
"Q34057687","Stigs Bjergby Kirke",55.67402,11.48134,NA,NA,NA,"http://www.wikidata.org/entity/Q34057687",NA,NA
"Q34057697","Stoense Kirke",55.09253,10.90006,NA,NA,NA,"http://www.wikidata.org/entity/Q34057697",NA,NA
"Q34057706","Storarden Kirke",56.76119,9.88406,NA,NA,NA,"http://www.wikidata.org/entity/Q34057706",NA,NA
"Q34057715","Store Ajstrup Kirke",56.94636,9.51581,NA,NA,NA,"http://www.wikidata.org/entity/Q34057715",NA,NA
"Q34057723","Store Brøndum Kirke",56.84212,10.01169,NA,NA,NA,"http://www.wikidata.org/entity/Q34057723",NA,NA
"Q34057732","Store Dalby Kirke",55.765412,9.740208,NA,NA,NA,"http://www.wikidata.org/entity/Q34057732",NA,NA
"Q34057736","Store Fuglede Kirke",55.58631,11.2451,NA,NA,NA,"http://www.wikidata.org/entity/Q34057736",NA,NA
"Q34057746","Store Tåstrup Kirke",55.552902625,11.709541528,NA,NA,NA,"http://www.wikidata.org/entity/Q34057746",NA,NA
"Q34057754","Stormarkskirken",54.83491,11.15817,NA,NA,NA,"http://www.wikidata.org/entity/Q34057754",NA,NA
"Q34057762","Storring Kirke",56.1366,9.94111,NA,NA,NA,"http://www.wikidata.org/entity/Q34057762",NA,NA
"Q34057773","Storvorde Kirke",57.0037,10.10318,NA,NA,NA,"http://www.wikidata.org/entity/Q34057773",NA,NA
"Q34057783","Stouby Kirke",55.72101,9.78594,NA,NA,NA,"http://www.wikidata.org/entity/Q34057783",NA,NA
"Q34057793","Strellev Kirke",55.79306,8.53438,NA,NA,NA,"http://www.wikidata.org/entity/Q34057793",NA,NA
"Q34057803","Strib Kirke",55.53774,9.77253,"Middelfart Kommune","Fyens Stift","Strib Sogn","https://da.wikipedia.org/wiki/Strib_Kirke","1911",1911
"Q34057812","Struer Kirke",56.48948,8.59391,"Struer Kommune","Viborg Stift","Struer Sogn","https://da.wikipedia.org/wiki/Struer_Kirke",NA,NA
"Q34057821","Studsgård Kirke",56.0902,8.89337,NA,NA,NA,"http://www.wikidata.org/entity/Q34057821",NA,NA
"Q34057830","Støvring Kirke",56.88528,9.8406,NA,NA,NA,"http://www.wikidata.org/entity/Q34057830",NA,NA
"Q34057839","Suldrup Kirke",56.85558,9.69104,NA,NA,NA,"http://www.wikidata.org/entity/Q34057839",NA,NA
"Q34057847","Sundby Kirke",56.8777,8.67537,NA,NA,NA,"http://www.wikidata.org/entity/Q34057847",NA,NA
"Q34057857","Svallerup Kirke",55.60628,11.17879,NA,NA,NA,"http://www.wikidata.org/entity/Q34057857",NA,NA
"Q34057865","Svindinge Kirke",55.2167,10.68682,NA,NA,NA,"http://www.wikidata.org/entity/Q34057865",NA,NA
"Q34057874","Svogerslev Kirke",55.63418,12.01503,NA,NA,NA,"http://www.wikidata.org/entity/Q34057874",NA,NA
"Q34057884","Sværdborg Kirke",55.08846,11.8713,NA,NA,NA,"http://www.wikidata.org/entity/Q34057884",NA,NA
"Q34057894","Syv Kirke",55.57445,12.02933,NA,NA,NA,"http://www.wikidata.org/entity/Q34057894",NA,NA
"Q34057905","Sæby Kirke",55.5551,11.30869,NA,NA,NA,"http://www.wikidata.org/entity/Q34057905",NA,NA
"Q34057914","Sædder Kirke",55.39254,12.10599,NA,NA,NA,"http://www.wikidata.org/entity/Q34057914",NA,NA
"Q34057923","Sædding Kirke",56.028011,8.548394,"Ringkøbing-Skjern Kommune","Ribe Stift","Sædding Sogn","https://da.wikipedia.org/wiki/S%C3%A6dding_Kirke","o. 1100",1100
"Q34057930","Særløse Kirke",55.5777,11.91678,NA,NA,NA,"http://www.wikidata.org/entity/Q34057930",NA,NA
"Q34057941","Særslev Kirke",55.716767824,11.383360102,NA,NA,NA,"http://www.wikidata.org/entity/Q34057941",NA,NA
"Q34057948","Sødring Kirke",56.62825,10.32107,NA,NA,NA,"http://www.wikidata.org/entity/Q34057948",NA,NA
"Q34057957","Sømandskirken",55.679428975,12.590946089,NA,NA,NA,"http://www.wikidata.org/entity/Q34057957",NA,NA
"Q34057973","Sønder Bjerge Kirke",55.26589,11.41231,NA,NA,NA,"http://www.wikidata.org/entity/Q34057973",NA,NA
"Q34057982","Sønder Bork Kirke",55.8122,8.29382,NA,NA,NA,"http://www.wikidata.org/entity/Q34057982",NA,NA
"Q34057991","Sønderbro Kirke",55.85852,9.84019,NA,NA,NA,"http://www.wikidata.org/entity/Q34057991",NA,NA
"Q34058000","Sønder Dråby Kirke",56.88743,8.84408,NA,NA,NA,"http://www.wikidata.org/entity/Q34058000",NA,NA
"Q34058018","Sønder Jernløse Kirke",55.6516,11.64282,NA,NA,NA,"http://www.wikidata.org/entity/Q34058018",NA,NA
"Q34058028","Højmark Kirke",56.05201,8.4067,NA,NA,NA,"http://www.wikidata.org/entity/Q34058028",NA,NA
"Q34058038","Sønder Onsild Kirke",56.58515,9.7624,NA,NA,NA,"http://www.wikidata.org/entity/Q34058038",NA,NA
"Q34058048","Sønder Rind Kirke",56.39413,9.46342,NA,NA,NA,"http://www.wikidata.org/entity/Q34058048",NA,NA
"Q34058057","Søndersted Kirke",55.62773,11.60984,NA,NA,NA,"http://www.wikidata.org/entity/Q34058057",NA,NA
"Q34058068","Sønderup Kirke",56.811974314,9.653145239,NA,NA,NA,"http://www.wikidata.org/entity/Q34058068",NA,NA
"Q34058076","Sønderup Kirke",55.46204,11.38114,NA,NA,NA,"http://www.wikidata.org/entity/Q34058076",NA,NA
"Q34058086","Sønder Vilstrup Kirke",55.554698544,9.549158289,"Kolding Kommune","Haderslev Stift","Sønder Vilstrup Sogn","https://da.wikipedia.org/wiki/S%C3%B8nder_Vilstrup_Kirke","o. 1100-tallet",1100
"Q34058094","Sørbymagle Kirke",55.3596,11.44122,NA,NA,NA,"http://www.wikidata.org/entity/Q34058094",NA,NA
"Q34058105","Sørup Kirke",55.075120017,10.56224808,"Svendborg Kommune","Fyens Stift","Sørup Sogn","https://da.wikipedia.org/wiki/S%C3%B8rup_Kirke_(Svendborg_Kommune)","o. 1100",1100
"Q34058112","Søstrup Kirke",55.68098,11.6509,NA,NA,NA,"http://www.wikidata.org/entity/Q34058112",NA,NA
"Q34058119","Tanderup Kirke",55.36643,9.90673,"Middelfart Kommune","Fyens Stift","Tanderup Sogn","https://da.wikipedia.org/wiki/Tanderup_Kirke","o. 1100",1100
"Q34058126","Terndrup Kirke",56.81791,10.05207,NA,NA,NA,"http://www.wikidata.org/entity/Q34058126",NA,NA
"Q34058135","Tersløse Kirke",55.51181,11.48773,NA,NA,NA,"http://www.wikidata.org/entity/Q34058135",NA,NA
"Q34058145","Them Kirke",56.09456,9.54934,NA,NA,NA,"http://www.wikidata.org/entity/Q34058145",NA,NA
"Q34058155","Thise Kirke",56.70372,9.13571,NA,NA,NA,"http://www.wikidata.org/entity/Q34058155",NA,NA
"Q34058163","Thorsted Kirke",56.97487934,8.618451207,NA,NA,NA,"http://www.wikidata.org/entity/Q34058163",NA,NA
"Q34058170","Thorum Kirke",56.74206,9.05511,NA,NA,NA,"http://www.wikidata.org/entity/Q34058170",NA,NA
"Q34058177","Thyborøn Kirke",56.69849,8.20531,"Lemvig Kommune","Viborg Stift","Thyborøn Sogn","https://da.wikipedia.org/wiki/Thybor%C3%B8n_Kirke",NA,NA
"Q34058188","Thyregod Kirke",55.90776,9.25863,NA,NA,NA,"http://www.wikidata.org/entity/Q34058188",NA,NA
"Q34058196","Tilsted Kirke",56.94789,8.64276,NA,NA,NA,"http://www.wikidata.org/entity/Q34058196",NA,NA
"Q34058204","Tjæreby Kirke",55.93419,12.22799,NA,NA,NA,"http://www.wikidata.org/entity/Q34058204",NA,NA
"Q34058212","Tjæreby Kirke",55.24691,11.36016,NA,NA,NA,"http://www.wikidata.org/entity/Q34058212",NA,NA
